order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_rate,net_revenue,total_cost
I00420,O0210,P01,1,120.00,72.00,0.00,120.00,72.00
I00421,O0211,P02,1,45.00,18.00,0.00,45.00,18.00
I00422,O0211,P03,2,180.00,108.00,0.00,360.00,216.00
I00423,O0212,P03,3,180.00,108.00,0.10,486.00,324.00
I00424,O0212,P04,3,90.00,54.00,0.00,270.00,162.00
I00425,O0212,P05,2,240.00,144.00,0.00,480.00,288.00
I00426,O0213,P04,3,90.00,54.00,0.00,270.00,162.00
I00427,O0214,P02,3,45.00,18.00,0.00,135.00,54.00
I00428,O0214,P03,3,180.00,108.00,0.00,540.00,324.00
I00429,O0215,P03,1,180.00,108.00,0.00,180.00,108.00
I00430,O0215,P04,1,90.00,54.00,0.00,90.00,54.00
I00431,O0215,P05,1,240.00,144.00,0.00,240.00,144.00
I00432,O0216,P04,1,90.00,54.00,0.10,81.00,54.00
I00433,O0217,P04,3,90.00,54.00,0.00,270.00,162.00
I00434,O0217,P05,3,240.00,144.00,0.00,720.00,432.00
I00435,O0218,P05,1,240.00,144.00,0.00,240.00,144.00
I00436,O0218,P06,3,75.00,30.00,0.00,225.00,90.00
I00437,O0218,P07,3,60.00,24.00,0.00,180.00,72.00
I00438,O0219,P06,1,75.00,30.00,0.00,75.00,30.00
I00439,O0220,P07,2,60.00,24.00,0.10,-108.00,-48.00
I00440,O0220,P01,1,120.00,72.00,0.00,-120.00,-72.00
I00441,O0221,P08,2,0.00,0.00,0.00,0.00,0.00
I00442,O0221,P07,2,60.00,24.00,0.00,120.00,48.00
I00443,O0221,P01,3,120.00,72.00,0.00,360.00,216.00
I00444,O0222,P07,1,60.00,24.00,0.00,60.00,24.00
I00445,O0223,P01,2,120.00,72.00,0.00,240.00,144.00
I00446,O0223,P02,3,45.00,18.00,0.00,135.00,54.00
I00447,O0224,P02,3,45.00,18.00,0.10,121.50,54.00
I00448,O0224,P03,1,180.00,108.00,0.00,180.00,108.00
I00449,O0224,P04,1,90.00,54.00,0.00,90.00,54.00
I00450,O0225,P03,3,180.00,108.00,0.00,540.00,324.00
I00451,O0226,P03,1,180.00,108.00,0.00,180.00,108.00
I00452,O0226,P04,2,90.00,54.00,0.00,180.00,108.00
I00453,O0227,P04,2,90.00,54.00,0.00,180.00,108.00
I00454,O0227,P05,2,240.00,144.00,0.00,480.00,288.00
I00455,O0227,P06,2,75.00,30.00,0.00,150.00,60.00
I00456,O0228,P05,1,240.00,144.00,0.10,216.00,144.00
I00457,O0229,P05,3,240.00,144.00,0.00,720.00,432.00
I00458,O0229,P06,3,75.00,30.00,0.00,225.00,90.00
I00459,O0230,P06,1,75.00,30.00,0.00,75.00,30.00
I00460,O0230,P07,2,60.00,24.00,0.00,120.00,48.00
I00461,O0230,P01,3,120.00,72.00,0.00,360.00,216.00
I00462,O0231,P07,1,60.00,24.00,0.00,-60.00,-24.00
I00463,O0232,P01,1,120.00,72.00,0.10,108.00,72.00
I00464,O0232,P02,2,45.00,18.00,0.00,90.00,36.00
I00465,O0233,P07,2,60.00,24.00,0.00,120.00,48.00
I00466,O0233,P01,2,120.00,72.00,0.00,240.00,144.00
I00467,O0233,P02,2,45.00,18.00,0.00,90.00,36.00
I00468,O0234,P01,3,120.00,72.00,0.00,360.00,216.00
I00469,O0235,P02,1,45.00,18.00,0.00,45.00,18.00
I00470,O0235,P03,1,180.00,108.00,0.00,180.00,108.00
I00471,O0236,P03,2,180.00,108.00,0.10,324.00,216.00
I00472,O0236,P04,1,90.00,54.00,0.00,90.00,54.00
I00473,O0236,P05,1,240.00,144.00,0.00,240.00,144.00
I00474,O0237,P04,3,90.00,54.00,0.00,270.00,162.00
I00475,O0238,P08,1,0.00,0.00,0.00,0.00,0.00
I00476,O0238,P03,3,180.00,108.00,0.00,540.00,324.00
I00477,O0239,P03,2,180.00,108.00,0.00,360.00,216.00
I00478,O0239,P04,2,90.00,54.00,0.00,180.00,108.00
I00479,O0239,P05,1,240.00,144.00,0.00,240.00,144.00
I00480,O0240,P04,1,90.00,54.00,0.10,81.00,54.00
